product_id;product_name;description;brand;base_price;variant_id;variant_size;variant_color;variant_price;variant_stock;image_url
sneaker-20;"Adidas Ozweego";"Daniel, Murphy and Mueller's most advanced Tuna technology increases lazy capabilities";"Adidas";125;a02587f7-9f5b-4b80-ac02-6dd6f3479b20;43;Blue;151;35;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-20;"Adidas Ozweego";"Daniel, Murphy and Mueller's most advanced Tuna technology increases lazy capabilities";"Adidas";125;f84944f5-8470-464a-9f09-6a2f910a4890;41;Red;112;0;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-20;"Adidas Ozweego";"Daniel, Murphy and Mueller's most advanced Tuna technology increases lazy capabilities";"Adidas";125;fa5737a3-1cdf-4ddb-b527-01e8d8181d22;39;Red;134;1;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-20;"Adidas Ozweego";"Daniel, Murphy and Mueller's most advanced Tuna technology increases lazy capabilities";"Adidas";125;53b60a9e-c585-4d88-948e-cb65fdbae122;38;Blue;138;10;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-21;"NewBalance 574";"New salmon Car with ergonomic design for informal comfort";"NewBalance";81;888e2eec-c283-4476-bb88-0dc2cbefc7d8;43;Green;80;1;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-21;"NewBalance 574";"New salmon Car with ergonomic design for informal comfort";"NewBalance";81;167aa4a9-67f6-49e4-926c-c16a98678441;41;Black;84;19;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-21;"NewBalance 574";"New salmon Car with ergonomic design for informal comfort";"NewBalance";81;68dc7c80-a777-4c96-8369-beb3897596e4;40;Blue;80;32;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-21;"NewBalance 574";"New salmon Car with ergonomic design for informal comfort";"NewBalance";81;0f53c6a8-62eb-464e-9542-6e7ba1e7636d;39;Black;91;5;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-21;"NewBalance 574";"New salmon Car with ergonomic design for informal comfort";"NewBalance";81;c8bcc0b7-509f-4499-9355-78b3a48ae71b;40;Grey;79;32;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-22;"NewBalance 990v5";"The Adaptive zero tolerance product Sausages offers reliable performance and fond design";"NewBalance";222;1fc8cabb-513f-4fe8-8671-068b306a73e3;42;Black;251;21;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-22;"NewBalance 990v5";"The Adaptive zero tolerance product Sausages offers reliable performance and fond design";"NewBalance";222;6fd70b34-fad1-4ae2-9b3b-bda75f8f89f4;42;Beige;207;31;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-22;"NewBalance 990v5";"The Adaptive zero tolerance product Sausages offers reliable performance and fond design";"NewBalance";222;3039deda-7cd7-4a11-85a0-f99b3ba6cce9;39;Blue;227;12;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-22;"NewBalance 990v5";"The Adaptive zero tolerance product Sausages offers reliable performance and fond design";"NewBalance";222;dbb45462-a23c-48d6-83de-c2aab1cbb9d0;42;Red;251;27;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-23;"NewBalance 550";"Innovative Pizza featuring haunting technology and Plastic construction";"NewBalance";247;47f47f6f-afca-4bea-847a-643ff6bee397;38;Red;236;19;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-23;"NewBalance 550";"Innovative Pizza featuring haunting technology and Plastic construction";"NewBalance";247;41e3087d-7b02-4fbc-afe1-c582c06fe08d;41;Black;272;2;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-23;"NewBalance 550";"Innovative Pizza featuring haunting technology and Plastic construction";"NewBalance";247;60184ed8-e64a-4c52-8253-4228d7551baa;40;Blue;243;45;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-23;"NewBalance 550";"Innovative Pizza featuring haunting technology and Plastic construction";"NewBalance";247;6fe301d4-b398-4838-8f9d-c972a06ce66e;44;Black;242;42;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-23;"NewBalance 550";"Innovative Pizza featuring haunting technology and Plastic construction";"NewBalance";247;9d8c65d4-3e27-44da-89a2-cc01e9064fdb;39;White;243;32;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-23;"NewBalance 550";"Innovative Pizza featuring haunting technology and Plastic construction";"NewBalance";247;0e2e7eb8-3772-4d82-894c-1234736784cb;41;Beige;265;17;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-24;"NewBalance 327";"Discover the frail new Hat with an exciting mix of Aluminum ingredients";"NewBalance";243;50405c77-c4eb-4b23-98b3-16930f6b0f5c;40;Red;229;5;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-24;"NewBalance 327";"Discover the frail new Hat with an exciting mix of Aluminum ingredients";"NewBalance";243;b6b358f8-5b23-43a6-a577-d6e677589d3e;44;Blue;226;4;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-24;"NewBalance 327";"Discover the frail new Hat with an exciting mix of Aluminum ingredients";"NewBalance";243;81919dd9-e74d-42d4-b888-0eb4b8ceb489;38;Red;223;25;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-24;"NewBalance 327";"Discover the frail new Hat with an exciting mix of Aluminum ingredients";"NewBalance";243;9bc828e7-450a-42bc-9f94-c4ae52e3b93e;43;Red;237;39;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-25;"NewBalance 1080v12";"The Laney Gloves is the latest in a series of unruly products from Lueilwitz, Quigley and Pfannerstill";"NewBalance";105;2382de76-f241-4f32-a13b-71003b65edb1;38;Black;114;23;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-25;"NewBalance 1080v12";"The Laney Gloves is the latest in a series of unruly products from Lueilwitz, Quigley and Pfannerstill";"NewBalance";105;db038d12-4250-4d01-a303-50161f18b17b;38;Blue;124;8;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-25;"NewBalance 1080v12";"The Laney Gloves is the latest in a series of unruly products from Lueilwitz, Quigley and Pfannerstill";"NewBalance";105;43d0d00c-a50e-4640-9b07-1a9953967c25;45;White;92;16;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-25;"NewBalance 1080v12";"The Laney Gloves is the latest in a series of unruly products from Lueilwitz, Quigley and Pfannerstill";"NewBalance";105;ed7ce458-73cf-4458-89b4-ccbfd24589d4;41;Red;133;8;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-26;"NewBalance 860v2";"New Fish model with 70 GB RAM, 7 GB storage, and anguished features";"NewBalance";245;f52427ee-5d97-4842-b36a-d414c420eb23;43;White;258;8;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-26;"NewBalance 860v2";"New Fish model with 70 GB RAM, 7 GB storage, and anguished features";"NewBalance";245;29c682db-1350-471b-b70c-c365809bc76a;42;Black;271;6;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-26;"NewBalance 860v2";"New Fish model with 70 GB RAM, 7 GB storage, and anguished features";"NewBalance";245;2d100760-a5cd-46a5-8cce-f071a74fff7c;42;Beige;237;19;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-26;"NewBalance 860v2";"New Fish model with 70 GB RAM, 7 GB storage, and anguished features";"NewBalance";245;e02bef1f-9ea2-44ea-962b-2629cc5b48f4;43;Beige;241;19;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-27;"NewBalance 2002R";"Discover the cow-like agility of our Pizza, perfect for cuddly users";"NewBalance";247;dffb202d-a9d4-4304-83d0-1c1a63998ecc;42;Black;254;42;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-27;"NewBalance 2002R";"Discover the cow-like agility of our Pizza, perfect for cuddly users";"NewBalance";247;fadfe3b2-89b5-431f-a98a-bb4ac4df03c9;45;Beige;239;48;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-27;"NewBalance 2002R";"Discover the cow-like agility of our Pizza, perfect for cuddly users";"NewBalance";247;953ddf78-c309-40b7-8fa0-7b4731ae392f;42;Black;227;3;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-27;"NewBalance 2002R";"Discover the cow-like agility of our Pizza, perfect for cuddly users";"NewBalance";247;27b7f03f-97ec-4a62-bfe1-5e01b0ad2312;38;Beige;227;8;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-27;"NewBalance 2002R";"Discover the cow-like agility of our Pizza, perfect for cuddly users";"NewBalance";247;68a07ffa-cdd0-4b85-a713-3e827ae1458e;42;Green;255;47;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-27;"NewBalance 2002R";"Discover the cow-like agility of our Pizza, perfect for cuddly users";"NewBalance";247;830992f1-fdfc-47dd-9f20-0e3c41d7480a;43;Red;270;44;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-28;"NewBalance 530";"Discover the fox-like agility of our Ball, perfect for precious users";"NewBalance";83;8838503d-9883-4705-a1f4-adadab94aaff;44;Black;69;2;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-28;"NewBalance 530";"Discover the fox-like agility of our Ball, perfect for precious users";"NewBalance";83;dc607cda-fb2e-4204-8701-2897f84a5fb6;44;Black;66;45;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-28;"NewBalance 530";"Discover the fox-like agility of our Ball, perfect for precious users";"NewBalance";83;705a01fc-cd0f-4aed-80cc-8868f63580ef;45;Red;86;24;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-28;"NewBalance 530";"Discover the fox-like agility of our Ball, perfect for precious users";"NewBalance";83;cfdf354c-3d6d-4003-9936-6f624abe4086;43;Beige;78;19;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-29;"NewBalance 996";"Innovative Pants featuring obedient technology and Granite construction";"NewBalance";175;ad670c7a-86d8-4add-9e1d-e9c61f907e05;45;Black;158;3;"https://via.placeholder.com/600x600.png?text=Sneaker"
